,Name,Critic_Score,User_Score
8123,FIFA Soccer 11,8.3,7.7
8125,Borderlands,8.1,7.8
8126,de Blob 2,7.9,8.1
8127,Silent Hill 4: The Room,7.6,8.3
8128,Commandos 2: Men of Courage,6.7,6.8
8129,Remember Me,7.0,7.5
8130,Brink,7.0,6
8131,FIFA Soccer 2002,8.1,8
8137,Disney's Tarzan Untamed,6.1,7.4
8140,Trinity Universe,6.2,7.2
8144,Senran Kagura: Estival Versus,6.7,8
8145,Ball Breakers,6.8,5.3
8147,Splatterhouse,6.2,7.6
8148,EyeToy: Groove,7.3,8
8149,You Don't Know Jack,8.2,7.3
8151,Twisted Metal: Small Brawl,5.1,7.6
8152,Otomedius Excellent,4.8,8.1
8153,Charlie and the Chocolate Factory,3.9,3.2
8154,Armored Core: Last Raven,5.9,8.9
8155,Burnout Legends,3.8,6
8157,College Hoops 2K7,8.1,7.1
8161,K-1 World Grand Prix,6.7,9
8164,Juiced,6.8,9.1
8165,Naruto Shippuden: Dragon Blade Chronicles,3.8,3
8168,DiRT Showdown,7.5,6.3
8174,Sonic Riders: Zero Gravity,5.6,8.3
8175,UFC: Sudden Impact,5.4,7.7
8180,Full Auto 2: Battlelines,6.7,7.6
8181,College Hoops 2K8,8.1,6.9
8183,How to Train Your Dragon,5.1,7
8186,Dynasty Warriors: Gundam 3,6.5,7.8
8189,NHL 2004,8.5,6.5
8194,Velvet Assassin,5.6,7.1
8196,MindJack,4.4,1.7
8198,NBA Starting Five,5.3,7.3
8199,NBA Live 16,5.9,6.1
8200,WWE SmackDown vs. Raw 2009,5.8,7.8
8201,Dead or Alive Paradise,3.8,5.6
8202,Dark Souls II,9.1,7.1
8203,The Suffering: Ties That Bind,7.5,8
8204,EyeToy: Kinetic,7.8,8.3
8207,Project Spark,7.3,7
8208,Army Men: Sarge's Heroes 2,5.4,4.6
8217,Winning Eleven: Pro Evolution Soccer 2007,6.3,7.9
8218,Warriors of Might and Magic,4.9,4.5
8219,Rapala Fishing Frenzy 2009,3.1,4.4
8222,Ridge Racer,4.4,3.7
8225,Major League Baseball 2K9,6.1,4
8231,Smash Court Tennis Pro Tournament,7.3,7.4
8233,Race Pro,7.2,7
8235,NBA Inside Drive 2004,7.1,8.2
8240,Gretzky NHL 2005,6.6,9.1
8241,Dungeon Siege III,7.2,4.7
8242,The Hobbit,6.1,7.3
8245,Skate it,7.2,7.8
8247,True Crime: New York City,5.9,8.8
8248,Metal Arms: Glitch in the System,8.2,8.7
8250,Toukiden Kiwami,7.4,7.6
8251,Trauma Team,8.2,8.8
8252,The Secret World,7.4,8.2
8256,MDK2 Armageddon,8.0,8.3
8258,NHL 2K9,6.9,6.7
8260,Fight Night Round 2,8.7,7.9
8261,Backbreaker,5.8,7
8262,Disney's Atlantis: The Lost Empire,7.3,8.5
8271,Stormrise,5.1,5.3
8272,Psi-Ops: The Mindgate Conspiracy,8.4,7.9
8273,X-Men: The Official Game,5.2,6.1
8274,SWAT: Global Strike Team,6.9,6.3
8278,Hitman: HD Trilogy,6.9,7.2
8280,Goblin Commander: Unleash the Horde,6.8,8.7
8285,World Destruction League: Thunder Tanks,6.5,5.9
8286,Tom Clancy's Ghost Recon: Future Soldier,7.1,4.9
8290,PlayStation Move Heroes,5.3,6.1
8292,RoadKill,7.1,7.9
8296,Looney Tunes: Back in Action,6.4,5
8298,The Chronicles of Narnia: Prince Caspian,5.6,5.6
8303,Top Spin 2,7.5,6.8
8304,Hunter: The Reckoning Redeemer,7.2,8.6
8306,Captain America: Super Soldier,6.0,6.4
8309,Danganronpa 2: Goodbye Despair,8.1,8.7
8310,Thief: Deadly Shadows,8.2,7.3
8312,MotoGP 10/11,6.8,6.1
8313,NBA 09: The Inside,7.9,7.4
8314,Batman Begins,6.1,6.9
8315,Mercury Meltdown Revolution,7.7,7.4
8319,Let's TAP,7.0,6.6
8320,James Cameron's Dark Angel,4.8,6.5
8325,The Lord of the Rings: Aragorn's Quest,5.8,6
8326,Spawn: Armageddon,5.7,9.2
8332,Bee Movie Game,7.1,5.8
8339,Conception II: Children of the Seven Stars,6.2,7.6
8340,Deus Ex: Mankind Divided,8.3,7.2
8342,Professor Heinz Wolff's Gravity,6.3,7.7
8345,FaceBreaker,5.3,3.8
8346,Star Wars: Battlefront II,7.8,8.8
8350,Gallop Racer 2001,7.1,9.1
8351,Hellboy: The Science of Evil,4.7,6.1
8353,MotoGP 09/10,6.9,5.7
8356,Catwoman,4.6,6.9
8360,Monsters vs. Aliens,6.3,6.6
8361,Beat Down: Fists of Vengeance,4.8,8.1
8362,World Destruction League: Thunder Tanks,3.5,1.2
8363,Terminator 3: The Redemption,6.8,8
8366,Anarchy Reigns,7.3,7.9
8367,SSX On Tour,8.0,7.5
8368,Bladestorm: Nightmare,5.8,6.5
8369,Fairytale Fights,5.1,6.2
8370,LEGO Marvel Super Heroes,7.8,8.1
8373,James Bond 007: Everything or Nothing,7.3,8.3
8375,Shrek Extra Large,3.6,5.6
8377,World Tour Soccer 2006,5.6,6
8378,Gunvalkyrie,7.3,7.3
8383,State of Emergency,6.7,6.3
8386,Disney Golf,7.2,8.3
8388,Fuzion Frenzy 2,4.9,5.2
8389,Demon Gaze,7.0,7.4
8390,Clock Tower II: The Struggle Within,4.9,5.7
8394,CSI: Fatal Conspiracy,4.2,4.8
8395,Mega Man Network Transmission,6.5,7.6
8398,Fairytale Fights,5.3,6
8402,RC Revenge Pro,4.9,7.6
8403,G-Force,6.8,7
8406,Backyard Wrestling: Don't Try This at Home,5.0,5
8407,Gauntlet: Dark Legacy,5.4,8.9
8409,Time and Eternity,4.2,5
8410,Lost Kingdoms,7.2,8
8412,Pursuit Force: Extreme Justice,7.3,7.6
8415,The Cursed Crusade,4.5,5
8416,Ridge Racer Unbounded,7.2,6
8417,Wolfenstein 3D,5.7,6
8419,NHL 07,7.6,6.6
8421,Dementium: The Ward,7.2,7.9
8422,Mobile Suit Gundam: Extreme VS Force,5.7,7.3
8427,NASCAR '14,6.5,5.1
8430,Green Lantern: Rise of the Manhunters,6.1,6.7
8432,25 to Life,4.1,7.2
8434,Naval Assault: The Killing Tide,4.0,4.2
8437,Sega Superstars,7.2,7
8438,MLB 11: The Show,7.7,6
8439,Bomberman Land,5.7,8
8441,Midway Arcade Treasures,7.2,8.2
8442,Leisure Suit Larry: Magna Cum Laude,6.2,6.4
8447,One Piece: Pirate Warriors 3,7.6,6.3
8453,Cubivore: Survival of the Fittest,7.1,8.5
8454,7th Dragon III Code: VFD,7.7,8.2
8455,FlatOut,7.1,8.2
8462,Blood Bowl,6.1,5.1
8463,Taz Wanted,6.5,8.7
8464,Far Cry: Primal,7.4,4.8
8465,Sid Meier's Civilization IV,9.4,8.3
8466,Zoo Keeper,7.4,7.5
8470,Pursuit Force,7.5,7.8
8472,Star Wars: Super Bombad Racing,7.1,4.9
8476,Driver: San Francisco,6.4,6.2
8477,Alien Resurrection,6.1,7.5
8478,World Tour Soccer 2005,6.8,9
8480,ESPN College Hoops,8.3,8.5
8481,Dengeki Bunko Fighting Climax,6.6,8.2
8483,Leisure Suit Larry: Box Office Bust,2.5,2.5
8485,Robotech: Battlecry,7.4,8.4
8488,Clash of the Titans,4.2,4.1
8491,Kya: Dark Lineage,6.9,8.9
8492,Mirror's Edge Catalyst,7.2,4.4
8494,Stronghold 3,4.7,3
8496,F1 2011,5.9,6.8
8498,Guilty Gear Judgment,7.7,6.6
8500,NCAA Football 09 All-Play,4.9,5.8
8501,Splatterhouse,5.9,7.7
8503,Doctor Lautrec and the Forgotten Knights,5.3,6.1
8509,Hot Wheels World Race,5.9,7
8513,Castlevania Judgment,4.9,5.9
8517,Apache: Air Assault,7.0,6.4
8518,Aliens: Infestation,7.6,8.2
8519,Return to PopoloCrois: A Story of Seasons Fairytale,7.2,6.8
8520,Angry Birds Trilogy,6.6,3.7
8523,Crash Tag Team Racing,6.6,7.3
8524,El Shaddai: Ascension of the Metatron,7.5,7
8525,NPPL: Championship Paintball 2009,4.5,7.4
8526,True Swing Golf,6.6,7.7
8527,TimeSplitters: Future Perfect,8.3,8.9
8532,Goosebumps HorrorLand,3.7,3.5
8534,Thrillville: Off the Rails,7.3,2.8
8537,Fatal Frame II: Crimson Butterfly,8.1,9.2
8538,Murdered: Soul Suspect,5.1,7
8539,Shadow Man: 2econd Coming,6.8,7.6
8541,Dynasty Warriors 4,7.5,8.8
8542,Warriors Orochi 3,7.1,8.1
8543,Wakeboarding Unleashed Featuring Shaun Murray,8.3,9
8544,The Incredibles: Rise of the Underminer,6.7,6.6
8545,Beowulf: The Game,5.1,5.2
8546,Dewy's Adventure,6.7,6.3
8548,Alone in the Dark: The New Nightmare,7.7,8.1
8549,The BIGS,7.7,7.2
8550,Fracture,6.2,5.8
8552,NBA Live 08,5.2,7.1
8554,Hyperdimension Neptunia Victory,5.5,7.8
8558,Marble Saga: Kororinpa,7.4,7.3
8565,The King of Fighters XII,5.7,5.3
8568,Dungeon Siege: Throne of Agony,7.4,8.1
8574,Culdcept SAGA,7.5,8.7
8590,The Crew,7.1,6.4
8592,Create,6.1,5.2
8596,Eragon,6.3,7.6
8597,TimeShift,7.0,6.3
8600,Spyro: Shadow Legacy,5.0,5.7
8602,The Sims 3: Seasons,7.3,7.5
8607,Scarface: Money. Power. Respect.,5.8,3.1
8608,Angry Birds Star Wars,5.3,6.9
8610,Blitz: The League,6.9,6.5
8613,NBA 2K12,8.6,7.1
8617,FlatOut 2,7.3,7.5
8618,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,6.4,7.8
8622,Heroes over Europe,6.2,7
8627,BioShock The Collection,8.4,8.3
8631,F-Zero: GP Legend,7.7,8.5
8635,Klonoa,7.7,8.6
8636,Bulletstorm,8.2,7.7
8637,Putty Squad,3.8,2.9
8641,Field Commander,7.7,7.8
8645,Custom Robo Arena,7.4,8.3
8646,Ar Nosurge: Ode to an Unborn Star,6.7,7.8
8652,Shaun White Skateboarding,6.1,5.3
8655,Trigger Man,3.2,4.8
8658,Wildstar,8.2,7.4
8660,Tiger Woods PGA Tour 2004,8.9,7.8
8664,Amped 3,7.2,7.1
8666,Innocent Life: A Futuristic Harvest Moon,6.7,7.8
8672,NHL 2005,7.7,6.2
8673,Arcana Heart,7.7,8.1
8675,Battlestar Galactica,6.6,6.8
8676,Time Hollow,6.4,7.8
8679,Tak and the Guardians of Gross,6.3,8
8681,Jurassic Park: The Game,6.0,3.6
8687,Dynasty Warriors 8: Xtreme Legends,6.8,6.8
8688,Godzilla Unleashed,4.4,7.2
8693,Sherlock Holmes vs. Jack the Ripper,6.2,6.8
8694,Sniper: Ghost Warrior,5.5,5.5
8700,Fist of the North Star: Ken's Rage,5.9,7.3
8701,Chaotic: Shadow Warriors,6.0,5
8708,Driven,3.8,3.4
8709,James Noir's Hollywood Crimes,6.0,6.6
8710,"Warhammer 40,000: Fire Warrior",6.4,8.3
8711,All-Pro Football 2K8,7.3,7.3
8712,Lufia: Curse of the Sinistrals,8.0,8
8713,MTV Music Generator 2,7.7,8.5
8714,Mugen Souls,5.5,7.3
8715,Ultimate Spider-Man,7.8,7.7
8718,Burnout 2: Point of Impact,8.9,8.5
8719,Paris-Dakar Rally,3.6,3.9
8722,Atelier Iris: Eternal Mana,7.4,7.7
8724,F.E.A.R. 3,7.4,5.9
8727,Tak: The Great Juju Challenge,7.5,9.3
8728,Fantasia: Music Evolved,7.7,7.5
8730,Knockout Kings 2003,7.8,6.5
8731,Bomberman,7.3,7
8732,NCAA Football 2004,8.9,7.5
8733,XGIII: Extreme G Racing,8.3,7.8
8734,Digimon World 4,4.8,6.9
8735,Stormrise,4.8,6.8
8744,The Godfather: Blackhand Edition,7.7,8.5
8745,Wolfenstein: The Old Blood,7.5,8
8748,Naruto: Powerful Shippuden,7.1,5.4
8749,American Chopper,4.4,5.9
8750,The Adventures of Tintin: The Game,5.6,5.7
8751,Dynasty Warriors 8,6.5,7.5
8753,Kingdom Under Fire: Heroes,7.8,7.5
8755,The Terminator: Dawn of Fate,5.3,5.2
8756,Infected,7.4,8.3
8758,Birds of Steel,7.7,8.9
8759,Cars: Race-O-Rama,5.4,5.8
8763,NBA Street Homecourt,8.1,6.5
8764,Darksiders II,8.1,7.8
8765,Enthusia Professional Racing,7.0,7.6
8766,DiRT 3,8.6,6.9
8769,Get On Da Mic,4.9,6.3
8770,Darksiders II,8.5,8.2
8772,Army Men: Sarge's War,5.6,6.7
8778,Blitz: The League II,6.2,7.5
8780,Project Sylpheed: Arc of Deception,6.4,8.6
8783,NHL 2K10,6.6,7.1
8787,MLB Power Pros 2008,6.7,8.5
8790,WordJong,7.7,7.7
8791,Tears to Tiara II: Heir of the Overlord,6.5,8.7
8792,Puzzle Quest: Galactrix,7.5,6.7
8794,de Blob 2,7.7,7.5
8795,Disney's The Lion King: Simba's Mighty Adventure,3.0,6.9
8798,Samurai Warriors: Katana,5.3,6.8
8799,NBA 09: The Inside,6.3,5.1
8801,Kingdom of Paradise,7.2,7.5
8803,Naruto Shippuden: Legends: Akatsuki Rising,6.0,6.2
8804,Marvel Super Hero Squad: The Infinity Gauntlet,5.5,6.3
8806,Bleach: Dark Souls,8.2,7.9
8808,Prince of Persia: The Sands of Time,7.5,8.8
8811,Prince of Persia: The Forgotten Sands,5.7,6.3
8812,World Series Baseball 2K3,8.9,8.6
8814,Serious Sam,7.5,8.2
8815,Bomberman,7.5,7
8817,Killer7,7.4,8.5
8818,Super Monkey Ball Adventure,5.1,7.2
8819,FIFA Soccer 2002,8.1,6.4
8820,Street Fighter Anniversary Collection,7.9,6.4
8823,Shadow Ops: Red Mercury,6.1,6.1
8824,Indigo Prophecy,8.3,7.8
8825,FIFA 06: Road to FIFA World Cup,6.2,6
8832,Musashi: Samurai Legend,6.4,8.9
8836,Oreshika: Tainted Bloodlines,7.8,8
8839,F1 2001,8.3,8.3
8840,Darksiders,8.3,7.8
8842,Top Gun: Combat Zones,5.9,7.1
8848,Fantastic Four: Rise of the Silver Surfer,4.7,6.2
8853,All-Star Baseball 2003,8.3,8
8857,Rocky,7.4,7.3
8861,Megamind: Ultimate Showdown,4.3,4.2
8862,Space Invaders Extreme,8.5,7.6
8864,Thor: God of Thunder,5.6,8
8866,BloodRayne 2,7.1,8.5
8867,Jaws Unleashed,5.1,6.2
8869,Star Trek: Voyager Elite Force,5.2,6.4
8870,X-Men: The Official Game,5.0,6.3
8880,187: Ride or Die,5.2,6.8
8884,Battleborn,7.1,7.2
8885,eJay Clubworld,6.9,8.6
8886,Geist,6.6,8.5
8887,The King of Fighters XIV,7.9,8.7
8889,Sword Art Online: Hollow Realization,6.0,7
8892,Street Fighter Alpha 3,8.3,7.8
8895,Deponia,7.4,8.2
8898,Ridge Racer DS,6.3,6.7
8899,High Velocity Bowling,6.6,8.1
8900,LEGO Harry Potter Collection,7.3,8.1
8903,Brain Boost: Beta Wave,3.9,2.5
8905,Shenmue II,8.8,9.4
8906,Armored Core: For Answer,6.4,7.7
8910,Fugitive Hunter: War on Terror,3.5,5
8911,The Incredible Hulk: Ultimate Destruction,8.4,9.1
8913,Prince of Persia: The Two Thrones,8.4,8.1
8914,Blazing Angels 2: Secret Missions of WWII,7.0,7.2
8919,All-Star Baseball 2005,7.5,8.8
8920,The Legend of Heroes: Trails of Cold Steel II,9.0,7.8
8923,Batman Begins,6.6,7.2
8926,Toy Story Racer,7.6,8.7
8927,Disney's Donald Duck: Goin' Quackers,6.5,7
8930,Ys: The Oath in Felghana,8.0,8.3
8931,Crash: Twinsanity,6.6,8.7
8939,Arena Football,6.5,8.5
8941,Medal of Honor: Infiltrator,8.0,7.2
8944,Lego Star Wars: The Force Awakens,7.4,8
8946,The Wizard of Oz: Beyond The Yellow Brick Road,6.8,6
8948,Super Monkey Ball Deluxe,8.1,8.2
8952,The Cursed Crusade,3.9,4.4
8956,Earth Defense Force 2025,6.8,8.1
8957,NHL 2K10,6.9,7.9
8962,Tom Clancy's Ghost Recon,5.9,5.4
8963,Pac-Man Party 3D,4.3,5.4
8965,Darkstalkers Chronicle: The Chaos Tower,7.4,7.9
8966,WWE '13,7.4,6
8967,Mad Dash Racing,6.5,7.7
8969,Rayman Origins,7.1,6.3
8970,Summon Night 5,7.4,8.3
8972,Black * Rock Shooter: The Game,6.6,7.2
8973,BMX XXX,5.4,4.6
8976,Boktai: The Sun is in Your Hand,8.3,9.6
8978,Guilty Gear X2 #Reload,8.6,7.6
8980,ReCore,6.3,6.6
8981,Soldier of Fortune: Payback,5.0,5.4
8982,F1 2012,8.0,6.9
8984,MLB SlugFest 20-03,8.0,7.5
8985,Tiger Woods PGA Tour,6.4,7.4
8988,Grabbed by the Ghoulies,6.6,7.3
8989,Cars: Mater-National Championship,5.8,7.8
8990,Shadow Hearts: From The New World,7.6,8.2
8991,Rayman Raving Rabbids,5.6,6.1
8992,Terraria,8.3,8.5
8997,L.A. Rush,5.9,3
8999,Record of Agarest War 2,5.6,7.2
9003,Skylanders Giants,5.9,5
9004,Spider-Man: Friend or Foe,5.9,8
9010,Fatal Frame,7.4,8.9
9011,Rayman 3,8.3,7.8
9013,BlazBlue: Chrono Phantasma Extend,8.0,7.7
9015,Wild ARMs 4,6.9,7.3
9016,Ratatouille,6.0,5.6
9017,G.I. Joe: The Rise of Cobra,5.0,2.3
9018,Casper: Spirit Dimensions,5.8,3.5
9024,Geometry Wars: Galaxies,7.9,7.9
9026,Syndicate,7.5,6.5
9029,Cave Story 3D,8.2,7.7
9031,Mega Man Powered Up,8.2,7.5
9033,Class of Heroes,6.1,7.1
9034,Second Sight,7.6,8
9036,Alien: Isolation,8.1,8.4
9038,Just Cause 3,7.4,5.3
9040,Phantom Brave,8.1,7.9
9041,Thor: God of Thunder,3.8,5.7
9044,Bejeweled 3,7.6,8.2
9052,FIFA Soccer 2005,7.8,8.5
9053,Harvest Moon: Hero of Leaf Valley,7.4,7.9
9055,Hexyz Force,6.8,7.3
9057,Jonny Moseley Mad Trix,4.4,5.7
9060,MTV Music Generator 3: This Is the Remix,7.9,8.6
9065,Terminator 3: Rise of the Machines,3.5,2
9066,SSX On Tour,8.1,8.1
9067,NCAA College Basketball 2K3,8.4,8.4
9068,Victorious Boxers: Revolution,5.9,5.4
9069,Farming Simulator 2013,4.0,2.9
9070,The Legend of Heroes II: Prophecy of the Moonlight Witch,6.3,6.9
9071,Doom,8.1,8.5
9075,PaRappa The Rapper 2,6.7,6.6
9080,NFL Head Coach 09,6.4,7.1
9081,Hitman: Blood Money,8.1,9.1
9083,PANGYA: Fantasy Golf,7.7,7
9088,Gretzky NHL 06,6.5,6.8
9091,NFL Blitz 20-03,7.2,7.8
9092,PaRappa The Rapper,6.7,5.2
9093,Pirates: The Legend of Black Kat,7.2,7.9
9094,Fur Fighters: Viggo's Revenge,6.4,7.3
9095,Thor: God of Thunder,3.9,4.4
9100,Skylanders Imaginators,8.0,5.5
9102,The Da Vinci Code,5.4,8
9106,Chicken Shoot,1.9,3.1
9107,Dead to Rights,7.7,8.7
9108,Scarface: The World is Yours,7.1,8.4
9109,Top Spin 4,5.4,7.4
9110,Sphinx and the Cursed Mummy,7.9,8.8
9115,Cranium Kabookii,6.4,5.4
9118,XCOM 2,8.8,8
9121,Pro Evolution Soccer 2015,7.9,7.3
9123,Destruction Derby Raw,6.9,7.3
9124,Risen 2: Dark Waters,6.0,6
9125,World Tour Soccer 2003,7.8,8.3
9132,ArmA II,7.7,7.5
9134,Spyro: A Hero's Tail,6.4,9.1
9136,Cities: Skylines,8.5,8.9
9138,Eternal Poison,6.5,8.2
9140,Gungrave: Overdose,6.8,8.7
9141,Metal Slug Anthology,7.3,8
9143,The Orange Box,9.6,9.3
9144,Shovel Knight,9.0,8.2
9148,Power Gig: Rise of the SixString,3.6,0.5
9149,Mr. Driller: Drill Spirits,7.0,8.9
9154,Baldur's Gate: Dark Alliance,7.9,7.7
9158,Dream Pinball 3D,5.4,7.6
9160,Star Wars: Knights of the Old Republic,9.3,9
9161,The Operative: No One Lives Forever,6.7,8
9169,Cabela's African Safari,5.3,5
9171,Ecco the Dolphin: Defender of the Future,7.1,8.5
9176,Just Cause,7.3,7.2
9178,X-Blades,5.0,5.4
9179,Odin Sphere: Leifthrasir,9.3,7.9
9180,Homefront: The Revolution,4.9,4.1
9182,Godzilla: Save the Earth,6.3,8.2
9184,TRINITY: Souls of Zill O'll,5.5,6.2
9190,Virtua Tennis 4,6.5,7.5
9191,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,7.1,5.5
9194,Enclave,6.6,8.4
9196,Wild ARMs XF,6.4,6.6
9198,7 Days to Die,4.5,5.9
9199,Rayman Legends,8.7,8.4
9200,Dino Crisis 3,5.1,4.1
9204,College Hoops 2K8,8.2,5.2
9205,Risen,7.7,8.1
9208,Transformers: Devastation,7.5,7.9
9209,The Darkness II,7.7,7.6
9213,Eragon,4.8,5.7
9214,Dynasty Warriors 7: Empires,6.3,8
9215,Super Puzzle Fighter II Turbo,8.3,7.4
9219,Bejeweled 3,7.8,8.4
9225,Dead Island Definitive Collection,6.3,6.4
9229,Blazing Angels 2: Secret Missions of WWII,7.2,7.8
9231,Rayman Arena,6.0,7.2
9234,How to Train Your Dragon,5.8,7.6
9238,Battlefield: Hardline,7.1,3.8
9241,Shining Soul,5.8,8.5
9242,Brothers: A Tale of Two Sons,8.1,8.6
9248,Dead Rising 2,7.8,6.3
9251,Fear Factor: Unleashed,3.0,3
9261,Heroes over Europe,6.2,8.1
9263,Create,6.0,5.8
9265,UEFA Euro 2004: Portugal,7.6,6.4
9266,Happy Feet,4.6,6.7
9270,NBA Jam,6.8,9.1
9271,World Tour Soccer 2002,7.7,7.5
9272,NBA Ballers: Chosen One,5.4,6.5
9274,NCIS,3.5,4.7
9278,Apex,7.4,9.1
9280,Persona 4: Arena Ultimax,8.4,8.1
9281,Tomb Raider: The Prophecy,6.6,8.8
9282,Vampire Night,6.5,8
9283,Valhalla Knights: Eldar Saga,3.5,6.7
9287,World Championship Poker 2: Featuring Howard Lederer,6.5,2.8
9288,BIT.TRIP SAGA,7.5,7.8
9292,Metal Slug 7,7.0,7.4
9293,Call of Duty: Infinite Warfare,7.3,3
9295,MotoGP '06,8.0,7.7
9297,G.I. Joe: The Rise of Cobra,4.7,7.5
9301,Salt Lake 2002,4.9,3.5
9303,Gladius,7.9,8.5
9304,Legends of Wrestling,6.5,5.8
9307,Magnetica,6.8,8.1
9308,Red Orchestra 2: Heroes of Stalingrad,7.6,7.3
9316,Your Shape: Fitness Evolved 2013,7.6,6.3
9318,James Bond 007: Nightfire,6.6,8.1
9325,Castlevania Chronicles,6.9,7
9331,King Arthur,5.9,8
9332,FIFA Street 2,5.8,6.9
9334,The Guy Game,4.8,6.7
9336,Blade II,5.3,4
9337,Rogue Warrior,2.7,2.8
9339,Baseball Advance,8.0,7.8
9343,Nitrobike,4.9,7.1
9353,Hulk Hogan's Main Event,2.6,2.2
9356,Retro Atari Classics,5.1,3.7
9358,Need for Speed Underground 2,6.5,7
9360,Ys: The Ark of Napishtim,7.2,8.8
9364,Divinity II: The Dragon Knight Saga,7.2,7.8
9367,NHL 2K8,7.1,7.4
9373,Puzzle Kingdoms,6.4,6.3
9375,Life is Strange,8.5,8.7
9378,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,7.9,8.7
9385,X-Blades,5.0,5.9
9387,Army Men: Green Rogue,3.9,3.8
9388,Chessmaster,7.9,9
9393,Peter Jackson's King Kong: The Official Game of the Movie,2.8,3.2
9394,Superman: The Man of Steel,4.4,6
9395,Kororinpa: Marble Mania,6.9,8.7
9398,NHL 2003,7.9,6.3
9399,Chicken Run,7.5,6.2
9401,Fatal Inertia,6.1,4.2
9403,Phantom Brave: We Meet Again,7.6,7.1
9408,WWE Survivor Series,5.5,8.2
9410,Kung-Fu: High Impact,5.6,7.8
9411,Euro Truck Simulator 2,7.9,8.7
9414,Tomb Raider: Legend,8.2,7.2
9417,Ninjatown,8.0,8.3
9418,Warcraft III: Reign of Chaos,9.2,9.1
9420,Frogger Beyond,6.0,7.2
9422,RPG Maker II,6.5,8.8
9424,Alone in the Dark: Inferno,6.9,5.6
9426,Gravity Rush Remastered,8.0,8.2
9427,Destruction Derby Arenas,5.7,7.8
9428,Dengeki Bunko Fighting Climax,7.5,8.5
9429,MLB Power Pros 2008,7.9,8.7
9433,Rumble Roses XX,6.2,6.6
9434,Total War: WARHAMMER,8.6,7.3
9437,Shaman King: Power of Spirit,5.4,8.2
9438,Anno 1701: Dawn of Discovery,7.8,7.5
9440,The BIGS 2,8.0,7.6
9441,LEGO Legends of Chima: Laval's Journey,6.4,6.6
9445,Dead to Rights: Reckoning,5.4,7.2
9447,NBA 08,6.3,6
9455,Mission: Impossible - Operation Surma,6.7,6.8
9456,Legendary,5.0,7.1
9461,Batman: Arkham Knight,7.0,2.5
9462,Disney's Kim Possible: Kimmunicator,6.1,7.5
9463,Mega Man Anniversary Collection,8.0,9.2
9468,Diablo II,8.8,8.8
9470,F1 2011,6.6,6.2
9471,Drakengard 2,5.8,5.5
9479,Sonic Riders,5.6,8.1
9480,Shrek Super Party,3.3,8
9481,Venetica,4.2,7.3
9485,Persona 4: Arena,8.3,7.3
9486,Street Fighter IV,9.1,8
9487,Cabela's Alaskan Adventure,4.8,5.6
9489,Heroes of the Pacific,7.6,8.2
9490,RollerCoaster Tycoon,6.2,8.3
9491,NightCaster,6.1,5.7
9492,FIFA World Cup Germany 2006,7.6,6.2
9494,Hitman 2: Silent Assassin,8.3,5.5
9498,Ape Escape 3,7.7,8.5
9499,"Crouching Tiger, Hidden Dragon",4.8,3.7
9500,Final Fantasy XIV: Heavensward,8.6,7.6
9502,Secret Agent Clank,7.2,7.8
9507,Whiplash,6.6,8.7
9512,Watch Dogs,6.2,6.4
9513,BlazBlue: Continuum Shift II,7.7,6.8
9514,Summon Night: Twin Age,7.3,7.2
9515,Spider-Man: Battle for New York,6.8,6.9
9520,Game Party: Champions,2.4,3.5
9521,Otogi: Myth of Demons,8.0,8.5
9525,Alter Echo,6.2,7
9527,Green Lantern: Rise of the Manhunters,4.2,3.9
9528,Puzzle de Harvest Moon,4.1,6.3
9536,Shin Megami Tensei: Digital Devil Saga,7.8,8.2
9537,Deception IV: Blood Ties,6.7,7.5
9538,Rango: The Video Game,6.8,8
9546,One Piece: Unlimited World Red,6.7,7.8
9548,Cabela's Dangerous Hunts 2009,3.9,1.8
9550,Teenage Mutant Ninja Turtles 2: Battle Nexus,4.8,5.6
9551,Tom Clancy's Splinter Cell: Double Agent,6.1,7.4
9553,Eat Lead: The Return of Matt Hazard,5.1,6.5
9555,Backyard Baseball,7.0,9.4
9556,Star Wars: Lethal Alliance,6.1,7
9557,Naruto Shippuden: Kizuna Drive,5.7,5
9559,Sega GT,8.4,7.7
9560,Steel Battalion: Heavy Armor,3.8,2.4
9561,Green Lantern: Rise of the Manhunters,5.9,7.2
9562,Legends of Wrestling,5.0,6.8
9565,All-Star Baseball 2004,7.4,8.4
9569,Dokapon Kingdom,7.3,8.3
9570,Onechanbara: Bikini Samurai Squad,3.9,6.4
9571,Portal Runner,5.3,6.7
9573,Warriors Orochi 2,5.2,8.5
9574,Hyperdevotion Noire: Goddess Black Heart,6.8,7.1
9578,Spartan: Total Warrior,7.3,8.8
9579,City Crisis,6.3,6.2
9585,Advent Rising,6.8,7.5
9598,NBA 2K13,8.5,7
9601,7 Wonders of the Ancient World,6.0,8.3
9608,X-Men: Next Dimension,6.3,8.2
9609,Dynasty Warriors 5 Empires,6.1,8.2
9616,Burnout,7.5,6.6
9617,Baroque,6.0,8.8
9619,Jurassic: The Hunted,6.0,7.2
9623,Hour of Victory,3.7,3
9624,Indianapolis 500 Legends,4.7,6.7
