,Name,Critic_Score,User_Score
6805,Genma Onimusha,8.3,8.6
6806,DK: King of Swing,7.0,5
6808,Turning Point: Fall of Liberty,4.2,5.5
6811,Homefront,7.0,5.5
6812,Corvette,5.3,8.6
6813,Percy Jackson and the Olympians: The Lightning Thief,5.6,6.9
6814,Fuel,6.7,7.4
6815,NBA Live 10,6.4,4.2
6816,Burnout 2: Point of Impact,8.8,5.1
6817,Super Monkey Ball Deluxe,7.8,7.7
6818,Kill.Switch,7.5,8
6819,BioShock 2,8.8,8
6820,Lunar: Silver Star Harmony,8.0,7.7
6821,Peter Jackson's King Kong: The Official Game of the Movie,8.1,8.3
6822,Dancing With The Stars,4.2,6.2
6825,The Simpsons: Road Rage,6.7,7.7
6827,Dynasty Warriors 7,5.8,8
6829,Total War: Attila,8.0,7.3
6830,Azurik: Rise of Perathia,5.2,8.5
6833,Dragon Ball Z: Sagas,5.1,6.1
6835,AC/DC LIVE: Rock Band Track Pack,6.0,5.3
6836,Crash Tag Team Racing,6.8,7.1
6842,Asura's Wrath,7.1,6.5
6843,Harvest Moon: Another Wonderful Life,7.0,9.2
6852,Final Fantasy Fables: Chocobo Tales,7.5,7.4
6853,NCAA College Basketball 2K3,8.3,8
6855,NHL 17,7.7,4
6858,Bakugan: Battle Brawlers,6.0,5.2
6859,Fantastic 4,6.1,4
6861,Tony Hawk's American Sk8land,6.4,5.4
6862,Singularity,7.7,7.7
6863,Metro 2033,8.1,8.1
6869,Valhalla Knights,5.3,6.3
6875,The Adventures of Tintin: The Game,6.3,6.1
6878,Etrian Mystery Dungeon,7.7,7.9
6879,Zumba Fitness: World Party,7.3,6.2
6880,Luminous Arc,7.0,7
6882,4x4 EVO 2,5.9,6.2
6886,Grand Theft Auto,6.8,7.1
6887,Avalon Code,7.1,7.4
6890,Dreamcast Collection,5.3,5.2
6891,Resident Evil Archives: Resident Evil Zero,6.2,8.2
6892,Rocket League,8.7,8.3
6893,My Street,4.6,3.9
6894,Spider-Man: Shattered Dimensions,7.5,7.7
6896,Ghost Rider,4.9,5.7
6897,Shadow Hearts: Covenant,8.5,9.1
6898,X-Men: Destiny,5.0,4.8
6899,Driver '76,5.7,7.9
6901,Harry Potter and the Order of the Phoenix,6.7,6.6
6902,Midway Arcade Treasures: Extended Play,6.3,7.8
6909,Dynasty Warriors 6 Empires,5.9,7.3
6910,The Testament of Sherlock Holmes,6.5,7.4
6911,FIFA World Cup Germany 2006,7.7,8.4
6912,NBA Live 14,4.3,2.7
6913,G.I. Joe: The Rise of Cobra,4.2,4.7
6915,Game of Thrones,5.3,5.5
6917,LEGO Marvel's Avengers,6.9,6.8
6918,PDC World Championship Darts 2008,5.1,5.4
6919,X-Men: Destiny,4.7,5
6925,Pro Evolution Soccer 2014,8.0,4.3
6930,Pure Futbol,4.6,7.5
6934,Afro Samurai,6.5,6.2
6935,Ar tonelico Qoga: Knell of Ar Ciel,6.1,5.4
6936,NASCAR 08,5.6,8.2
6937,Broken Sword: Shadow of the Templars - The Director's Cut,7.4,8.1
6938,Divinity II: Ego Draconis,6.2,6.4
6939,Birds of Steel,7.3,8.4
6940,DC Universe Online,7.2,6.8
6941,Bakugan: Battle Brawlers,6.3,8.2
6942,Naruto: Path of the Ninja 2,6.2,7.5
6943,Karaoke Revolution Volume 2,7.6,7
6948,Prince of Persia: The Forgotten Sands,7.7,8.1
6949,Disney's A Christmas Carol,6.6,6.5
6956,NBA Live 15,5.9,5.6
6957,NASCAR Thunder 2004,8.5,9.1
6958,Buffy the Vampire Slayer,7.9,9.1
6960,Harry Potter and the Goblet of Fire,6.8,5.8
6962,Sands of Destruction,6.3,7.9
6963,Harry Potter and the Goblet of Fire,6.8,6
6964,Viva Pinata: Party Animals,5.6,6.2
6970,World Series Baseball,8.5,8.8
6971,Test Drive: Eve of Destruction,7.3,9.1
6973,Dynasty Warriors: Gundam Reborn,6.4,7.5
6974,Hatsune Miku: Project Diva f,8.1,8
6975,The Legend of Heroes: Trails of Cold Steel,7.7,7.5
6976,Jeremy McGrath Supercross World,3.5,3.4
6977,The Scorpion King: Rise of the Akkadian,4.7,7.2
6981,The Club,7.2,6.5
6983,Meteos,8.8,7.5
6985,Star Wars Jedi Knight II: Jedi Outcast,7.5,7.8
6986,Tom Clancy's Splinter Cell,8.9,8.7
6987,Virtua Tennis 4,7.0,6.2
6988,ESPN NHL Hockey,9.0,7
6990,DiRT Showdown,7.5,6.4
6991,The Incredible Hulk: Ultimate Destruction,8.4,8
6994,Gundam Battle Assault,6.1,7.8
6996,XCOM 2,8.8,7.1
7000,Tony Hawk's Downhill Jam,6.9,6.2
7002,Cross Edge,5.2,7.2
7004,The Lord of the Rings: Aragorn's Quest,5.8,7.8
7009,Tribes: Aerial Assault,7.3,8.8
7012,Looney Tunes: Acme Arsenal,2.7,5.1
7017,Madagascar: Escape 2 Africa,5.8,6.8
7021,NBA 2K6,8.1,8.6
7022,NASCAR 08,5.7,5
7026,Mafia,6.6,7.7
7027,Grand Slam Tennis 2,7.3,5.2
7028,Dynasty Warriors: Strikeforce,5.9,5.7
7029,Airblade,7.0,5.8
7032,Epic Mickey 2: The Power of Two,5.7,5.6
7038,Carnival Island,6.6,5.2
7039,Tom Clancy's Rainbow Six: Siege,7.9,6.9
7042,Genji: Dawn of the Samurai,7.4,8.3
7048,The Italian Job,5.5,6.3
7050,TrackMania: Build to Race,7.4,6.8
7051,Ultimate Band,5.9,5.5
7053,Freedom Fighters,8.2,8.2
7056,Soldier of Fortune II: Double Helix,6.1,6.5
7059,Lunar Knights,8.2,7.8
7062,Final Fantasy XI: Treasures of Aht Urhgan,8.7,7.1
7063,WWE All Stars,7.1,7.4
7064,Alundra,8.6,9
7066,Mortal Kombat: Armageddon,7.1,8.4
7067,Madden NFL 13,7.5,6.7
7072,Transformers: Devastation,7.7,7.5
7075,BlowOut,5.8,6.2
7076,NFL Blitz Pro,7.3,8.5
7077,Tiger Woods PGA Tour 2003,9.0,8
7081,Pinball Hall of Fame: The Gottlieb Collection,7.3,8.1
7083,Disgaea: Afternoon of Darkness,8.7,8.2
7085,Toukiden Kiwami,8.2,8.6
7089,SSX On Tour,7.9,8.1
7092,Rune Factory: Tides of Destiny,5.5,7.9
7093,Ys Seven,7.9,8.5
7096,Lumines: Electronic Symphony,8.3,7.8
7097,Tony Hawk's Proving Ground,7.9,6.7
7098,The Polar Express,3.9,4.3
7100,AC/DC LIVE: Rock Band Track Pack,6.3,4.9
7102,Valhalla Knights 2,5.0,5.4
7105,Spec Ops: The Line,7.6,8.2
7106,Saint Seiya: Sanctuary Battle,6.2,7.3
7107,NBA ShootOut 2003,6.2,5.9
7113,Need For Speed: Undercover,5.9,6.7
7115,Rogue Ops,6.1,9.2
7118,Killer is Dead,6.4,7.9
7119,F1 2014,6.4,4.1
7121,Legion: The Legend of Excalibur,5.1,7
7128,Spartan: Total Warrior,7.4,8.4
7140,Justice League Heroes,7.2,7.8
7142,Conflict: Vietnam,6.0,7.3
7144,Whirl Tour,5.8,7
7148,NBA Street: Showdown,7.5,8.5
7150,pro evolution soccer 2011,7.8,5.4
7151,Skies of Arcadia Legends,8.4,9.2
7154,Breath of Fire,7.9,8.8
7156,Risen 2: Dark Waters,6.9,5.6
7161,NCAA Football 2005,8.8,9
7162,Hamtaro: Ham-Ham Games,7.7,7.8
7165,Soul Sacrifice Delta,8.2,8.4
7167,NASCAR 2011: The Game,4.2,3.1
7170,Spider-Man: Edge of Time,5.8,7.2
7172,Ride,6.6,7
7174,Spirit Camera: The Cursed Memoir,5.4,6.1
7176,Galactic Wrestling: Featuring Ultimate Muscle,6.1,8
7177,FaceBreaker K.O. Party,6.1,5.6
7178,Dino Stalker,5.0,6.3
7183,Mega Man Zero 3,7.7,9
7184,Super Swing Golf,7.2,7.8
7185,G-Force,6.8,7.6
7186,Luminous Arc 2,7.3,7.7
7188,Shinobi,6.9,7.3
7190,Tony Hawk's Downhill Jam,7.6,7
7191,Risen 2: Dark Waters,4.7,5.2
7192,Age of Empires: The Age of Kings,8.0,7.9
7195,MotoGP 09/10,7.0,5.4
7196,The Lord of the Rings: The Third Age,6.7,8.5
7197,Dinosaur King,6.1,8
7198,The Suffering,7.7,8.8
7200,Tetris Worlds,4.7,5.6
7206,The Sims 4: Get Together,7.2,7.3
7208,Viewtiful Joe 2,8.6,8.3
7211,LEGO Harry Potter: Years 5-7,8.0,8.5
7212,Child of Eden,8.1,7.8
7217,Touch the Dead,5.6,5.6
7219,Nickelodeon Party Blast,1.9,4.3
7220,Jackass the Game,5.8,7
7221,Ragnarok DS,5.3,5.8
7224,Shellshock: Nam '67,5.8,7
7228,Magna Carta: Tears of Blood,6.6,7
7229,All-Star Baseball 2002,6.6,5.6
7231,Capcom vs. SNK,8.0,9
7232,Pinball Hall of Fame: The Williams Collection,8.2,7.9
7233,Aliens vs Predator: Requiem,4.9,5.6
7234,Dishonored 2,8.8,6.8
7235,Asphalt: Injection,4.9,4.8
7237,From Russia With Love,7.0,8.5
7239,Guitar Hero: Smash Hits,6.9,8.3
7240,NBA Live 09 All-Play,5.1,5.9
7241,NFL Quarterback Club 2002,6.7,7.8
7242,NCAA Basketball 09,7.0,5.6
7244,Shin Megami Tensei: Persona,7.8,8
7246,Lords of the Fallen,7.1,6.7
7247,LEGO The Lord of the Rings,8.0,8.2
7249,Growlanser: Heritage of War,6.0,7.9
7250,Ben 10 Alien Force: Vilgax Attacks,6.1,8.3
7252,Rugby 2004,6.1,6.8
7255,Senran Kagura 2: Deep Crimson ,5.8,6.8
7256,NBA 06,7.2,5.4
7257,KORG DS-10 Synthesizer,8.2,8.2
7258,Naruto: Ninja Council,6.0,7.1
7260,Tropico 3,7.5,6.6
7262,Deadly Creatures,7.2,8.8
7263,Naruto Shippuden: Ultimate Ninja Storm Revolution,6.2,7.3
7266,Dead Island,8.0,6.8
7267,NFL 2K3,9.2,8.3
7275,Hunted: The Demon's Forge,6.1,6
7281,Britney's Dance Beat,5.3,7.4
7282,Shrek SuperSlam,7.0,7.8
7283,Full Auto,7.0,7.8
7285,Herdy Gerdy,6.9,5
7287,Afrika,6.3,6.2
7294,Over G Fighters,4.9,6
7297,Angry Birds Star Wars,4.7,2
7298,Hot Shots Tennis: Get a Grip,8.0,8
7301,Star Wars: The Force Unleashed II,4.3,4
7302,The Dukes of Hazzard: Return of the General Lee,5.2,6.8
7306,Crash 'N' Burn,6.3,8
7307,NBA,5.7,6.9
7315,Disaster Report,6.6,8
7317,Armored Core V,6.8,7.2
7319,College Hoops 2K7,8.2,8.2
7324,Rampage: Total Destruction,4.6,5.6
7327,The Bard's Tale,7.6,8.6
7331,Robotech: The Macross Saga,6.1,6.5
7333,Yu Yu Hakusho: Dark Tournament,5.6,8.5
7336,Conflict Zone,4.7,7.4
7338,Code Name: S.T.E.A.M.,6.9,7.7
7339,The Bureau: XCOM Declassified,6.8,6.7
7340,Star Wars: Battlefront,7.2,3.5
7341,BloodRayne,7.6,7.5
7345,NHL 2K6,8.3,7.5
7346,Hannah Montana: The Movie,2.5,3.8
7347,Tenchu: Return From Darkness,7.0,7
7348,World Poker Tour,6.0,8.6
7349,Neo Contra,6.5,7.1
7350,MVP Baseball,6.7,7.7
7353,Tony Hawk's American Sk8land,8.4,8.7
7359,Viewtiful Joe 2,8.5,7.7
7360,The BIGS 2,7.6,6.2
7361,Quake III: Revolution,8.4,7.2
7362,Pac-Man World 3,6.3,5.2
7363,50 Cent: Blood on the Sand,7.1,6.4
7365,Journey,9.2,8.8
7367,SBK X: Superbike World Championship,7.3,7.5
7368,Robotech: Battlecry,7.4,7
7372,Dragon Ball: Fusions,6.8,7.6
7373,Madden NFL 07,7.0,6.5
7374,HBO Boxing,2.6,4
7377,Bass Pro Shops: The Strike,6.3,5.8
7378,Darkwatch,7.5,8.1
7379,Disgaea D2: A Brighter Darkness,7.4,8.1
7381,Maximo vs Army of Zin,8.3,7.8
7384,Assassin's Creed Syndicate,7.4,5.9
7386,Summoner 2,7.6,8.3
7390,Shadow of Destiny,7.8,8.2
7393,Ninja Gaiden: Dragon Sword,8.3,7.8
7394,Cabela's Deer Hunt: 2004 Season,6.5,8.4
7402,World of Final Fantasy,7.7,8.6
7403,Danganronpa Another Episode: Ultra Despair Girls,7.2,8.4
7404,Pro Evolution Soccer 2012,7.9,7
7405,The Legend of Spyro: The Eternal Night,6.0,6.4
7408,The Wolf Among Us,8.3,8.4
7409,Cursed Mountain,6.7,7.6
7412,Age of Empires: Mythologies,7.8,6.9
7413,SBK Superbike World Championship,6.3,8
7414,Bionicle,4.7,4.2
7416,Heroes of Ruin,6.9,7.4
7418,A Boy and His Blob,8.0,8.7
7422,Baja: Edge of Control,6.1,5
7423,G.I. Joe: The Rise of Cobra,4.3,4.8
7426,UFC Undisputed 2010,7.4,7
7427,World Series of Poker,3.7,6.4
7428,Rayman Raving Rabbids,6.7,7.3
7429,Deus Ex: The Conspiracy,8.1,8.9
7430,Unreal II: The Awakening,6.4,5.3
7431,Rumble Racing,8.5,8.2
7432,Spider-Man: Web of Shadows,6.9,4.1
7433,Vampire Rain,3.8,2.9
7434,Batman Begins,6.5,7.1
7435,NBA Live 15,5.3,6.8
7440,JSRF: Jet Set Radio Future,8.8,8.2
7441,NHL Hitz 20-02,7.9,8.7
7442,Way of the Samurai 3,5.5,6.8
7443,NCAA Football 2003,9.1,8.1
7445,Hitman: HD Trilogy,7.1,7.6
7447,J Stars Victory Vs.,7.4,7.9
7448,de Blob 2,7.4,7.1
7451,ESPN Winter X Games: Snowboarding 2002,6.4,7.9
7452,Final Fantasy Fables: Chocobo's Dungeon,7.6,8
7453,Project: Snowblind,7.8,8.3
7454,Prison Break: The Conspiracy,4.0,4.7
7456,You Don't Know Jack,8.1,7.7
7457,Mortal Kombat: Special Forces,2.8,2.4
7458,Mega Man Legacy Collection,7.7,7.1
7459,The Last Airbender,5.3,6.6
7462,NCAA March Madness 07,6.7,7.1
7463,StokEd,6.8,8.6
7465,Evil Dead: Regeneration,6.8,8.5
7467,Defiance,6.4,6.5
7468,NHL 2003,8.0,7.9
7470,Tiger Woods PGA Tour,7.8,7.4
7471,NHL 2K3,8.9,7.8
7475,You Don't Know Jack,8.2,7.9
7479,Final Fight One,8.2,7.8
7480,Tony Hawk's Pro Skater 5,3.2,1.5
7481,MLB 10: The Show,7.9,6.6
7482,Gallop Racer 2003: A New Breed,6.8,8.5
7483,Frogger 3D,5.4,5.5
7484,Blue Dragon Plus,6.9,6.5
7486,BeyBlade VForce: Super Tournament Battle,3.3,7.5
7489,Dead to Rights: Retribution,6.1,7
7493,Dragon Ball Z: Sagas,4.8,6.6
7494,X2: Wolverine's Revenge,5.8,6.4
7495,Power Rangers: Wild Force,5.5,6.9
7496,Tenchu: Shadow Assassins,7.0,7.8
7498,Lost Planet 3,6.1,5.5
7502,Beyblade G-Revolution,4.0,7.8
7505,Capcom Fighting Evolution,5.7,4.8
7506,Assassin's Creed The Ezio Collection,7.2,7.4
7508,God of War Collection,7.3,7.4
7512,Anarchy Reigns,7.1,8.2
7513,Mobile Suit Gundam: Crossfire,3.3,5.1
7517,Suikoden Tactics,6.8,8.6
7518,NCAA March Madness 06,7.6,7.2
7519,Sniper: Ghost Warrior 2,5.2,5.7
7520,EVE Online,6.9,7.5
7521,Phantasy Star Online,8.9,9.1
7522,Crazy Taxi 3: High Roller,6.9,8.5
7523,Midnight Club 3: DUB Edition Remix,8.7,5.3
7527,Thrillville,7.2,2.8
7529,"Warhammer 40,000: Space Marine",7.4,7.4
7532,The King of Fighters Collection: The Orochi Saga,6.7,8.5
7536,Disney's Planes,5.1,5.3
7540,Zombie Army Trilogy,6.2,6.8
7542,MLB SlugFest 20-03,7.9,7.8
7544,The Con,6.3,7.3
7545,Pitfall: The Lost Expedition,7.0,8.9
7547,Need for Speed Carbon: Own the City,7.0,7.5
7550,Enchanted Arms,6.4,5.9
7551,Le Mans 24 Hours,7.5,7.6
7553,The Witch and the Hundred Knight,5.3,7.5
7556,Dragon Ball Z: Harukanaru Densetsu,5.7,6.2
7557,Harvest Moon: More Friends of Mineral Town,8.2,9.2
7563,X2: Wolverine's Revenge,7.2,7.2
7564,NBA 2K2,9.0,7.6
7565,Code of Princess,6.7,7.6
7566,Major League Baseball 2K11,7.2,6.3
7572,Dark Messiah of Might and Magic Elements,5.2,7
7573,Planet 51,5.3,5.8
7574,Dead to Rights II,5.1,5.3
7576,FIFA 16,8.1,4.4
7580,NBA Live 14,3.6,3.1
7581,Kung Fu Rider,3.6,3.7
7583,DarkStar One: Broken Alliance,6.3,7.2
7584,Dragon Ball: Xenoverse 2,7.3,7.3
7585,WRC: FIA World Rally Championship,6.8,4.5
7586,Odin Sphere: Leifthrasir,8.7,8.2
7589,Ty the Tasmanian Tiger 2: Bush Rescue,7.0,8.6
7590,Body and Brain Connection,5.7,4.8
7592,Dragon Ball: Revenge of King Piccolo,6.5,7.3
7595,Warriors Orochi,6.2,6.6
7596,MVP Baseball 2003,8.2,9
7597,Monster Jam,4.3,6.4
7598,Infinite Space,7.5,9
7600,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",7.2,6
7612,NBA 07,6.8,7
7613,Two Worlds II,7.6,6.5
7614,IHRA Drag Racing 2004,4.0,7.4
7616,The Legend of Heroes: Trails of Cold Steel,8.6,7.7
7617,Clive Barker's Jericho,6.0,7.1
7618,Tekken 3D: Prime Edition,6.4,5.9
7619,Marvel: Ultimate Alliance 2,6.5,6.7
7627,Front Mission Evolved,5.8,6.1
7632,From Russia With Love,7.1,8.8
7636,Apache: Air Assault,6.6,6.1
7640,Dying Light,7.5,7.9
7643,Grandia II,9.0,8.8
7645,Ridge Racer 6,7.4,7.1
7650,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,5.3,7
7651,Zone of the Enders HD Collection,7.5,8.8
7652,Record of Agarest War,7.1,7
7653,Gladius,7.8,8
7654,Earth Defense Force: Insect Armageddon,6.3,7
7655,Dave Mirra Freestyle BMX 2,7.6,8.2
7657,SpongeBob SquarePants: Revenge of the Flying Dutchman,6.6,8.3
7659,Taiko Drum Master,7.7,8.1
7663,Dungeon Hunter Alliance,4.9,6.4
7664,Forgotten Realms: Demon Stone,7.1,6.8
7666,Soldier of Fortune: Payback,5.0,5.6
7667,Afro Samurai,6.5,6.1
7674,Silent Hill: Book of Memories,5.8,5.1
7675,Playboy: The Mansion,5.9,7.5
7679,Baja: Edge of Control,6.5,7.1
7680,Tiger Woods PGA Tour 06,8.0,7.9
7683,Bleach: The 3rd Phantom,5.9,8
7685,MC Groovz Dance Craze,4.2,6.8
7686,The Thing,7.8,6.6
7689,Untold Legends: Dark Kingdom,5.8,7.2
7692,Plants vs. Zombies,8.5,7.9
7693,Baldur's Gate: Dark Alliance,8.3,8.3
7694,Prince of Persia: Warrior Within,8.3,8.6
7698,Warriors Orochi,5.3,7.4
7699,Predator: Concrete Jungle,4.7,8.8
7701,Arcana Heart 3,7.3,7.5
7702,X-Men Origins: Wolverine,5.5,8.1
7703,Big Mutha Truckers 2,5.1,2.1
7704,Armored Core 4,6.5,6.8
7706,Solatorobo: Red the Hunter,7.6,7.9
7707,NHL FaceOff 2001,5.7,4
7708,Mana Khemia 2: Fall of Alchemy,7.0,8.2
7709,The Great Escape,5.7,8
7711,Castlevania: Lords of Shadow 2,6.3,7.8
7714,Big Mutha Truckers,5.9,4.3
7715,Way of the Samurai 4,5.8,6.5
7717,The Hobbit,6.7,9.2
7718,The King of Fighters XI,7.5,8.5
7719,Tom Clancy's Splinter Cell: Essentials,5.8,7.5
7723,Major League Baseball 2K12,6.8,4.4
7724,Family Guy,5.1,6.3
7725,Dead Space 3,7.8,6
7726,Sniper Elite,7.6,8.9
7729,Harry Potter and the Goblet of Fire,7.0,7.4
7732,Breath of Fire II,8.1,8.8
7736,Test Drive Unlimited 2,7.2,5.7
7737,UFC Personal Trainer: The Ultimate Fitness System,6.5,2.4
7739,Conan,6.9,7.3
7746,No More Heroes: Heroes' Paradise,7.2,7.3
7749,Aliens vs Predator,6.8,7.4
7750,Captain America: Super Soldier,6.1,7.3
7752,Manhunt,7.4,7.9
7753,NCAA Final Four 2003,5.7,6
7754,Dynasty Warriors: Gundam 2,4.9,7
7756,Bound By Flame,5.3,5.9
7758,Spectrobes: Origins,7.1,8.4
7764,DanceMasters,6.3,5.9
7765,Breath of Fire: Dragon Quarter,7.8,6.9
7768,Shiren the Wanderer,7.1,7.6
7772,LEGO Marvel's Avengers,6.0,7.1
7774,Spore Hero Arena,4.9,2.6
7775,Disney's Magical Mirror Starring Mickey Mouse,5.0,8.9
7776,Enchanted Arms,6.9,6.9
7778,Conflict: Denied Ops,5.2,4.9
7779,Mafia III,6.3,3.2
7783,Mace Griffin: Bounty Hunter,6.2,8.3
7785,Legacy of Kain: Defiance,7.4,7.9
7786,Final Fantasy XI,6.6,6.5
7790,Peter Jackson's King Kong: The Official Game of the Movie,5.6,6.4
7791,Fighter Within,2.3,3
7792,Aliens versus Predator: Extinction,6.6,8.4
7793,Shrek: Forever After,5.7,4.5
7797,X-Men Origins: Wolverine,6.0,7.5
7800,NHL Hitz Pro,7.9,8.9
7805,Space Invaders Extreme 2,8.2,7.1
7806,Need for Speed: The Run,6.5,6
7807,Supreme Commander 2,7.7,6.2
7809,Quantum Theory,4.3,5.3
7810,Dawn of Discovery,8.1,8.5
7811,Guitar Hero Live,8.4,6.1
7817,Frequency,8.3,9
7820,Dynasty Warriors 8: Empires,6.3,7.5
7821,2002 FIFA World Cup,7.9,9
7822,SpongeBob SquigglePants 3D,6.4,6
7825,Sudeki,7.2,8.4
7826,Majin and the Forsaken Kingdom,7.4,8.1
7827,Silent Hill HD Collection,6.9,5.6
7828,Arc Rise Fantasia,6.4,7.8
7839,South Park: The Stick of Truth,8.5,8.6
7841,Teenage Mutant Ninja Turtles 2: Battle Nexus,4.9,4.6
7843,MLB 12: The Show,7.6,7.8
7848,NBA 2K11,8.2,8.6
7851,WWE All Stars,6.8,7
7852,Naruto: Ninja Destiny,6.1,4.4
7853,FaceBreaker,5.4,6.3
7855,Spider-Man: Shattered Dimensions,7.3,7
7856,Lunar Legend,7.9,7.8
7857,Conflict: Global Terror,6.2,8.5
7858,Dante's Inferno,7.0,8.1
7860,Injustice: Gods Among Us,8.2,7.9
7863,Tomb Raider: Underworld,7.0,8.4
7864,Death Jr.,6.1,7.3
7865,Hulk,7.1,7.4
7868,Phantasy Star Universe,6.8,8.5
7869,Gungrave,6.5,8.6
7871,Transworld Surf,7.6,8.5
7872,Tenchu: Fatal Shadows,5.8,8
7873,50 Cent: Blood on the Sand,7.2,7.2
7874,Metro: Last Light,8.2,8.6
7875,Evolve,7.7,4.3
7877,Resident Evil: Revelations,8.0,7.5
7880,The Legend of Spyro: A New Beginning,6.7,7.3
7884,Armored Core: For Answer,6.2,7.6
7890,Harry Potter and the Prisoner of Azkaban,6.7,8.8
7896,Street Fighter X Tekken,7.9,7.5
7898,The Legend of Heroes: Trails of Cold Steel II,8.0,7.3
7904,Rise of the Kasai,6.8,8
7907,Singstar: Ultimate Party,4.7,4.1
7909,Risen,6.0,6.4
7910,Nostalgia,7.2,7.6
7911,Dynasty Warriors Gundam,5.5,6.8
7912,Chibi-Robo! Park Patrol,7.8,7.5
7916,Tom Clancy's Splinter Cell: Blacklist,8.2,7.4
7918,One Piece: Unlimited Adventure,6.7,8.5
7919,Shaun White Skateboarding,6.1,6.5
7922,Conflict: Denied Ops,5.1,3.1
7923,Binary Domain,7.4,8
7934,Ice Age: Dawn of the Dinosaurs,6.7,7.3
7937,Robin Hood: Defender of the Crown,5.9,5.6
7941,R-Type Final,7.9,9.1
7943,Bolt,5.9,6.8
7947,Sega GT 2002,8.2,8.2
7948,F1 2011,8.3,7.2
7950,Ty the Tasmanian Tiger 3: Night of the Quinkan,6.8,8.1
7952,Samurai Warriors 2: Empires,5.5,7.3
7953,Blood Omen 2,7.6,9
7954,Earth Defense Force: Insect Armageddon,6.8,8.2
7955,Major League Baseball 2K10,7.4,5.3
7956,Saints Row IV,8.6,7.4
7958,Harry Potter: Quidditch World Cup,6.9,7.5
7959,Dance Central: Spotlight,7.4,7
7961,Warriors: Legends of Troy,4.4,7
7962,La Pucelle: Tactics,7.9,8.5
7963,Arcania: Gothic 4,6.3,4.4
7964,NBA Ballers: Chosen One,5.5,4.2
7965,Tiger Woods PGA Tour 07,8.1,6.8
7966,Disney's Meet the Robinsons,6.2,6.3
7967,Sword Art Online: Hollow Realization,6.9,7.7
7969,The Lord of the Rings: War in the North,6.6,7.1
7971,SBK X: Superbike World Championship,7.4,8.3
7972,Rango: The Video Game,6.5,6.4
7973,EverQuest Online Adventures: Frontiers,7.7,8.5
7975,Fairy Fencer F,6.5,7.4
7976,Shadows of the Damned,7.6,8.4
7978,Phantasy Star Online Ver. 2,8.0,8.9
7982,Fight Club,3.6,4.4
7983,Samurai Warriors: State of War,6.4,6.4
7985,Dragon Blade: Wrath of Fire,5.1,7.5
7991,The Munchables,7.1,8.2
7995,Close Combat: First to Fight,6.9,7.8
7996,Indiana Jones and the Emperor's Tomb,7.3,8.6
7997,Buffy the Vampire Slayer: Chaos Bleeds,7.2,8.9
8001,Ty the Tasmanian Tiger,6.8,8.5
8006,Heavy Fire: Afghanistan,3.9,3.3
8007,Siren,7.2,7.8
8008,NARC,5.1,2.8
8009,Driver: San Francisco,8.0,7
8013,Shape Up,5.8,8.3
8024,Star Trek: Legacy,6.4,5.5
8027,Amplitude,8.6,8.8
8028,Disgaea DS,8.2,7.5
8029,Gauntlet: Seven Sorrows,6.1,7.8
8030,AirForce Delta Storm,6.1,7.1
8033,Fear Effect 2: Retro Helix,8.4,8.9
8036,Atelier Shallie: Alchemists of the Dusk Sea,7.6,7.7
8038,Call of Duty: World at War,8.3,7.5
8039,CSI: Fatal Conspiracy,3.9,5.6
8044,Vietcong: Purple Haze,4.8,4.3
8049,Syndicate,7.4,7.1
8050,Zumba Fitness Rush,7.3,6.2
8051,Call of Juarez,7.1,6.9
8053,Ghostbusters: The Video Game,5.4,4.7
8054,Bloody Roar: Primal Fury,7.5,8.5
8056,MotoGP,4.4,5.4
8057,Mushroom Men: The Spore Wars,7.2,8.7
8058,Saint Seiya: Soldiers' Soul,5.9,7.8
8060,LEGO Harry Potter: Years 5-7,6.4,6.8
8063,Corpse Party: Blood Drive,6.0,7.4
8064,The Last Airbender,6.9,7
8068,Backbreaker,5.4,7.6
8070,MotoGP 14 ,7.3,6.4
8072,Alone in the Dark,3.9,4.4
8075,Six Flags Fun Park,3.4,7
8076,Test Drive Off-Road Wide Open,6.4,8.3
8081,WWE All Stars,7.0,6.6
8083,Bad Boys: Miami Takedown,3.5,5.9
8084,Valhalla Knights 3,4.8,6.8
8085,Mega Man X: Command Mission,6.9,7.1
8086,Tokyo Xtreme Racer DRIFT,5.9,8.6
8088,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",6.5,7.5
8089,Cabela's Big Game Hunter 2005 Adventures,6.5,8.3
8092,Senran Kagura: Estival Versus,7.1,7.4
8094,GRID Autosport,7.5,6.8
8096,Half-Minute Hero,8.4,7.8
8097,Gauntlet: Dark Legacy,6.0,9.1
8099,The Chronicles of Narnia: Prince Caspian,5.6,7.5
8101,Shadow The Hedgehog,4.9,5.5
8106,World of Outlaws: Sprint Cars,5.7,8.1
8107,Van Helsing,6.3,7.6
8108,Grand Slam Tennis 2,7.1,5.1
8109,Ben 10 Ultimate Alien: Cosmic Destruction,5.1,5.3
8110,Pure Futbol,3.8,7.9
8111,Spider-Man: Friend or Foe,5.8,4.4
8113,Gun,7.7,8.6
8114,SoulCalibur Legends,5.2,5.7
8120,Aliens: Colonial Marines,4.5,3.5
8121,Tiger Woods PGA Tour 2004,7.5,7.5
